case_id,date,store_id,sku_id,severity,demand_anomaly_score,shrinkage_score,root_cause,agent_action,human_required
CASE00214,2026-01-13,STORE02,SKU041,1.004,0.772,0.921,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00215,2026-01-13,STORE02,SKU069,0.821,0.632,0.702,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00216,2026-01-13,STORE03,SKU020,0.763,0.57,0.648,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00217,2026-01-13,STORE03,SKU026,0.349,0.158,0.505,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00218,2026-01-13,STORE03,SKU059,0.495,0.432,0.546,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00219,2026-01-13,STORE04,SKU023,0.435,0.284,0.559,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00220,2026-01-13,STORE04,SKU036,0.808,0.787,0.825,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00221,2026-01-13,STORE04,SKU046,0.901,0.878,0.647,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00222,2026-01-13,STORE05,SKU008,0.925,0.846,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00223,2026-01-13,STORE05,SKU061,0.478,0.266,0.652,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00224,2026-01-13,STORE05,SKU063,0.552,0.364,0.433,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00225,2026-01-13,STORE05,SKU075,0.631,0.207,0.706,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00226,2026-01-14,STORE01,SKU044,0.401,0.432,0.375,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00227,2026-01-14,STORE01,SKU068,0.345,0.19,0.471,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00228,2026-01-14,STORE01,SKU097,0.975,0.707,0.922,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00229,2026-01-14,STORE02,SKU070,0.762,0.779,0.475,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00230,2026-01-14,STORE03,SKU011,0.513,0.306,0.682,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00231,2026-01-14,STORE03,SKU017,0.885,0.78,0.699,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00232,2026-01-14,STORE03,SKU090,0.623,0.814,0.466,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00233,2026-01-14,STORE03,SKU100,0.828,0.714,0.921,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00234,2026-01-14,STORE04,SKU005,0.841,0.918,0.506,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00235,2026-01-14,STORE04,SKU010,0.344,0.321,0.363,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00236,2026-01-14,STORE04,SKU038,0.781,0.809,0.486,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00237,2026-01-14,STORE04,SKU092,0.432,0.513,0.366,expired_disposal,Check disposal log before replenishment.,0
CASE00238,2026-01-14,STORE05,SKU025,0.656,0.247,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00239,2026-01-14,STORE05,SKU056,0.712,0.448,0.656,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00240,2026-01-14,STORE05,SKU084,0.487,0.518,0.461,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00241,2026-01-15,STORE01,SKU001,0.887,0.936,0.847,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00242,2026-01-15,STORE01,SKU002,0.826,0.634,0.71,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00243,2026-01-15,STORE01,SKU081,0.466,0.458,0.472,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00244,2026-01-15,STORE02,SKU016,0.685,0.608,0.476,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00245,2026-01-15,STORE02,SKU097,0.531,0.789,0.32,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00246,2026-01-15,STORE03,SKU026,0.752,0.558,0.638,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00247,2026-01-15,STORE03,SKU040,0.756,0.94,0.605,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE00248,2026-01-15,STORE03,SKU057,0.791,0.548,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00249,2026-01-15,STORE03,SKU081,0.809,0.924,0.443,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00250,2026-01-15,STORE04,SKU002,0.848,0.659,0.73,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00251,2026-01-15,STORE04,SKU010,0.436,0.615,0.29,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00252,2026-01-15,STORE04,SKU059,0.697,0.595,0.507,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00253,2026-01-15,STORE04,SKU067,0.472,0.616,0.354,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00254,2026-01-15,STORE05,SKU016,0.69,0.324,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00255,2026-01-15,STORE05,SKU054,0.565,0.816,0.359,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00256,2026-01-15,STORE05,SKU057,0.624,0.359,0.84,expired_disposal,Check disposal log before replenishment.,0
CASE00257,2026-01-15,STORE05,SKU100,1.097,0.894,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00258,2026-01-16,STORE01,SKU092,0.715,0.613,0.798,expired_disposal,Check disposal log before replenishment.,0
CASE00259,2026-01-16,STORE02,SKU051,0.747,0.525,0.656,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00260,2026-01-16,STORE03,SKU055,0.56,0.463,0.639,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00261,2026-01-16,STORE03,SKU070,0.5,0.275,0.412,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00262,2026-01-16,STORE03,SKU080,0.752,0.55,0.644,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00263,2026-01-16,STORE04,SKU025,0.456,0.368,0.528,expired_disposal,Check disposal log before replenishment.,0
CASE00264,2026-01-16,STORE04,SKU027,0.583,0.67,0.511,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00265,2026-01-16,STORE04,SKU086,0.867,0.383,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00266,2026-01-16,STORE04,SKU091,0.467,0.378,0.539,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00267,2026-01-16,STORE05,SKU002,0.481,0.67,0.326,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00268,2026-01-16,STORE05,SKU020,0.618,0.297,0.607,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00269,2026-01-16,STORE05,SKU097,0.768,0.722,0.532,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00270,2026-01-17,STORE01,SKU005,0.74,0.796,0.695,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE00271,2026-01-17,STORE01,SKU045,0.657,0.25,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00272,2026-01-17,STORE01,SKU054,0.823,0.618,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00273,2026-01-17,STORE01,SKU059,0.295,0.149,0.414,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00274,2026-01-17,STORE02,SKU011,0.525,0.577,0.482,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00275,2026-01-17,STORE02,SKU031,0.968,0.947,0.712,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00276,2026-01-17,STORE02,SKU060,0.81,0.706,0.623,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00277,2026-01-17,STORE03,SKU027,0.519,0.688,0.38,expired_disposal,Check disposal log before replenishment.,0
CASE00278,2026-01-17,STORE03,SKU059,0.837,0.662,0.98,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00279,2026-01-17,STORE03,SKU062,0.277,0.214,0.328,expired_disposal,Check disposal log before replenishment.,0
CASE00280,2026-01-17,STORE03,SKU091,0.554,0.146,0.888,expired_disposal,Check disposal log before replenishment.,0
CASE00281,2026-01-17,STORE04,SKU012,0.588,0.705,0.493,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00282,2026-01-17,STORE04,SKU017,0.456,0.399,0.503,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00283,2026-01-17,STORE04,SKU021,0.511,0.405,0.597,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00284,2026-01-17,STORE04,SKU022,0.389,0.229,0.519,expired_disposal,Check disposal log before replenishment.,0
CASE00285,2026-01-17,STORE04,SKU057,0.431,0.173,0.37,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00286,2026-01-17,STORE04,SKU065,1.044,0.777,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00287,2026-01-17,STORE05,SKU039,0.563,0.217,0.574,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00288,2026-01-17,STORE05,SKU040,0.4,0.126,0.625,expired_disposal,Check disposal log before replenishment.,0
CASE00289,2026-01-17,STORE05,SKU049,0.369,0.229,0.484,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00290,2026-01-18,STORE01,SKU011,0.664,0.801,0.551,expired_disposal,Check disposal log before replenishment.,0
CASE00291,2026-01-18,STORE01,SKU070,0.903,0.922,0.887,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00292,2026-01-18,STORE01,SKU092,0.324,0.141,0.474,expired_disposal,Check disposal log before replenishment.,0
CASE00293,2026-01-18,STORE01,SKU099,0.585,0.853,0.365,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00294,2026-01-18,STORE02,SKU025,0.822,0.802,0.839,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE00295,2026-01-18,STORE02,SKU073,0.382,0.495,0.29,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00296,2026-01-18,STORE02,SKU084,0.51,0.519,0.503,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00297,2026-01-18,STORE03,SKU013,0.395,0.101,0.635,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00298,2026-01-18,STORE03,SKU020,0.688,0.888,0.525,expired_disposal,Check disposal log before replenishment.,0
CASE00299,2026-01-18,STORE03,SKU036,0.783,0.196,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00300,2026-01-18,STORE03,SKU086,0.956,0.915,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00301,2026-01-18,STORE03,SKU100,1.023,0.814,0.921,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00302,2026-01-18,STORE04,SKU026,0.899,0.5,0.953,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00303,2026-01-18,STORE04,SKU046,0.655,0.573,0.722,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00304,2026-01-18,STORE04,SKU055,0.281,0.197,0.35,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00305,2026-01-18,STORE04,SKU095,0.897,0.767,0.73,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00306,2026-01-18,STORE05,SKU002,0.804,0.761,0.567,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00307,2026-01-18,STORE05,SKU035,0.553,0.249,0.801,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00308,2026-01-18,STORE05,SKU071,0.468,0.701,0.278,expired_disposal,Check disposal log before replenishment.,0
CASE00309,2026-01-18,STORE05,SKU078,1.079,0.855,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00310,2026-01-18,STORE05,SKU087,0.598,0.85,0.391,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00311,2026-01-19,STORE01,SKU005,0.508,0.112,0.56,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00312,2026-01-19,STORE01,SKU029,0.452,0.58,0.348,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00313,2026-01-19,STORE01,SKU097,0.396,0.223,0.537,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00314,2026-01-19,STORE02,SKU054,0.603,0.584,0.345,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00315,2026-01-19,STORE02,SKU094,0.547,0.416,0.381,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00316,2026-01-19,STORE02,SKU098,0.589,0.57,0.605,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00317,2026-01-19,STORE03,SKU008,0.798,0.862,0.473,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00318,2026-01-19,STORE03,SKU055,0.603,0.835,0.413,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00319,2026-01-19,STORE04,SKU005,0.742,0.535,0.912,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00320,2026-01-19,STORE04,SKU038,0.628,0.817,0.473,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00321,2026-01-19,STORE04,SKU049,0.435,0.419,0.448,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00322,2026-01-19,STORE04,SKU051,0.564,0.705,0.448,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00323,2026-01-19,STORE04,SKU073,0.473,0.102,0.776,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00324,2026-01-19,STORE04,SKU089,1.054,0.798,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00325,2026-01-19,STORE05,SKU007,0.585,0.322,0.528,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00326,2026-01-19,STORE05,SKU010,0.708,0.671,0.739,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00327,2026-01-19,STORE05,SKU049,0.889,0.858,0.914,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00328,2026-01-19,STORE05,SKU055,0.747,0.942,0.588,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00329,2026-01-19,STORE05,SKU056,0.893,0.899,0.616,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00330,2026-01-19,STORE05,SKU086,0.865,0.749,0.688,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00331,2026-01-20,STORE01,SKU025,0.549,0.765,0.373,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00332,2026-01-20,STORE01,SKU032,0.839,0.655,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00333,2026-01-20,STORE02,SKU008,0.591,0.445,0.438,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00334,2026-01-20,STORE02,SKU015,0.335,0.12,0.511,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00335,2026-01-20,STORE02,SKU037,1.005,0.691,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00336,2026-01-20,STORE02,SKU050,0.862,0.644,0.768,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00337,2026-01-20,STORE02,SKU094,0.685,0.847,0.553,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00338,2026-01-20,STORE03,SKU063,0.82,0.613,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00339,2026-01-20,STORE03,SKU083,0.577,0.496,0.643,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00340,2026-01-20,STORE03,SKU088,0.982,0.858,0.811,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00341,2026-01-20,STORE04,SKU058,0.574,0.161,0.639,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00342,2026-01-20,STORE04,SKU069,0.464,0.262,0.629,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
